occupation,hisco,STATUS,PRODUCT,RELATION,id,comment,title_hisco,checking_needed,RANK,SECTOR,INDUSTRY,drop,engl_descr
hauptamtsdiener,55220,,,,2179,,Charworker,0,c,E,2,0,
küchendiener,53290,,,,8050,coded as Küchenmädchen,"Other Waiters, Bartenders and Related Workers",0,c,E,2,0,
chausseegeldeinnehmer,31040,,,,793,,Customs officers,0,b,E,2,0,
chausseeeinnehmer,31040,,,,793,,Customs officers,0,b,E,2,0,
staatsschuldenzahlungskassenbuchhalter,33110,,,,5205,,"Bookkeeper, General",0,b,E,2,0,
bereiter,62460,,,,101015,http://www.zeno.org/Pierer-1857/A/Bereiter?hl=bereiter,Horse Worker,0,c,E,2,0,"horse caretaker, court service"
amtsvollzieher,58990,,,,5914,=Vollziehungsbeamter,Other Protective Service Workers,0,c,E,2,0,
geheimer kabinetsrat,20210,,,,2591,,Government Administrator,0,a,E,2,0,
steuerempfänger,31020,,,,5364,,Tax Collector,0,b,E,2,0,
bezirkssteuerinspektor,31020,,,,456,,Tax Collector,0,b,E,2,0,
oktroiaufseher,58940,,,,4003,,Watchman,0,b,E,2,0,
hilfsarbeiter,31090,,,,2447,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,"temporary clerk, mid-ranking public servant"
ministerialhilfsarbeiter,31090,,,,2447,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,"temporary clerk, mid-ranking public servant"
hauptsteuerverwalter,22110,,,,2195,,"Clerical Supervisor, General",0,a,E,2,0,
zahlmeister,31090,,,,6220,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,"budget clerk, mid-ranking public servant"
kammerlakai,54030,,,,8044,,"Personal Maid, Valet",0,c,E,2,0,
rentamtmann,20210,,,,4583,,Government Administrator,0,a,E,2,0,
obersteuerkontrolleur,31020,,,,5369,,Tax Collector,0,b,E,2,0,
landreiter,,,,,3261,,,,c,E,2,0,
spitalwärter,,,,,5175,,,,c,E,2,0,
archivrat,20210,,,,161,,Government Administrator,0,a,E,2,0,
finanzdirektor,21940,,,,1422,,Administration Manager,0,a,E,2,0,
oberplankammerinspektor,22110,,,,3920,,"Clerical Supervisor, General",0,a,E,2,0,
vorsteher der städtischen plankammer,22110,,,,3920,,"Clerical Supervisor, General",0,a,E,2,0,
stadtpflegebuchhalter,33110,,,,5236,,"Bookkeeper, General",0,b,E,2,0,
stadtgerichtsrat,12210,,,,5230,,Judge,0,a,E,2,0,
oberbaurat,03340,Prestige titles,,,0,probably a honorary title; could also be coded as civil engineer,Clerk of Works,1,a,E,2,0,
oberhofbaurat,03340,Prestige titles,,,0,probably a honorary title; could also be coded as civil engineer,Clerk of Works,1,a,E,2,0,
geheimer oberhofbaurat,03340,Prestige titles,,,0,probably a honorary title; could also be coded as civil engineer,Clerk of Works,1,a,E,2,,
obersteuerkommissar,31030,,,,3940,,Tax Assessor,0,a,E,2,0,
geheimer hofrat,31090,,,,2335,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,"office clerk, mid-ranking public servant"
ökonomieschreiber,32110,,,,0,,"Stenographer-Typist, General",0,b,E,2,0,
feuermann,96930,,,,1382,,Boiler Fireman,0,c,E,2,1,"fireman, low-ranking public servant"
zollassistent,31040,,,,6311,,Customs Officers,0,b,E,2,0,
gefängnisaufseher,58930,,,,1708,,Prison Guard,0,c,E,2,0,
gefangenenaufseher,58930,,,,1708,,Prison Guard,0,c,E,2,0,
kammerkanzlist,39320,,,,2654,,Correspondence Clerk,0,b,E,2,0,
scheunenfrau,,,,,8073,,,,c,E,2,0,
heyduck,,,,,101032,,,,c,E,2,,
übergangsstellenverwalter,,,,,5767,,,,b,E,2,0,
hauptamtsreferendar,39340,,,,2181,,Legal Clerk,0,b,E,2,0,
finanzkassenassistent,31090,,,,1426,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
kämmerer,21950,,,,2603,,Budgeting and Accounting Manager,0,a,E,2,0,
geheimer kämmerer,21950,,,,2603,,Budgeting and Accounting Manager,0,a,E,2,0,
jurist,12000,,,,0,,"Jurist, Specialization Unknown",0,a,E,2,0,jurist (generic)
schatullrendant,33135,,,,8123,,"Cashier, Office or Cash Desk",0,b,E,2,0,
kammersekretär,31090,,,,2665,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
amtmann,20210,,,,89,https://en.wikipedia.org/wiki/Amtmann,Government Administrator,0,a,E,2,0,"estate mangager, high-ranking public servant"
brotbeschauer,94980,,,,668,,Quality Inspector,0,c,E,2,0,
lagerdiener,55220,,,,3473,coded as magazin-diener,Charworker,0,c,E,2,0,
saaldiener,55220,,,,0,,Charworker,0,c,E,2,0,
magistratskalkulator,33920,,,,0,,Cost Computing Clerk,0,b,E,2,0,
felduntergänger,03330,,,,1367,,Surveyor's Technician,0,b,E,2,0,
reichsbankkassierer,33135,,,,0,,"Cashier, Office or Cash Desk",0,b,E,2,0,
inspektor,22110,,,,2540,,"Clerical Supervisor, General",0,b,E,2,0,
hütteninspektor,22110,,,,2540,,"Clerical Supervisor, General",0,b,E,2,0,
leihamtsbeamter,33110,,,,0,,"Bookkeeper, General",0,b,E,2,,
leihamtsbuchhalter,33110,,,,0,,"Bookkeeper, General",0,b,E,2,0,
leihamtssekretär,33110,,,,0,,"Bookkeeper, General",0,b,E,2,,
leihamtsdirektor,21940,,,,0,,Administration Manager,0,b,E,2,0,
leihamtsinspektor,22110,,,,0,,"Clerical Supervisor, General",0,b,E,2,0,
hofkonditor,77630,,,,8016,,Pastry Maker,0,c,E,2,0,
vorreiter,54090,,,,8094,http://www.zeno.org/Pierer-1857/A/Vorreiter?hl=vorreiter,Other Maids and Related Housekeeping Service Workers,0,c,E,2,0,"outrider, court service"
hoffuttermeister,62460,,,,8004,,Horse Worker,0,c,E,2,0,"forage master, court service"
kassengehilfe,33135,,,,2752,,"Cashier, Office or Cash Desk",0,b,E,2,0,
hofgondelier,,,,,8006,,,,c,E,2,0,
kammerregistrator,39320,,,,2662,,Correspondence Clerk,0,b,E,2,0,
steuerkontrolleur,31020,,,,5368,,Tax Collector,0,b,E,2,0,
hofsilberspülerin,55220,,,,8030,,Charworker,0,c,E,2,0,
landrat,20210,,,,3260,,Government Administrator,0,a,E,2,0,
landschaftsrat,20210,,,,3260,,Government Administrator,0,a,E,2,0,
landschaftsdirektor,20210,,,,0,,Government Administrator,0,a,E,2,0,
handelsrichter,12210,,,,2134,,Judge,0,a,E,2,0,
stadtvogteiinspektor,22110,,,,0,,"Clerical Supervisor, General",0,b,E,2,0,
stadtvoigteiaufseher,62960,,,,0,,Groundsman,0,c,E,2,0,
amtsvogt,20210,,,,114,,Government Administrator,0,a,E,2,0,
hofoberkutscher,98620,,,,8019,,Animal-Drawn Vehicle Driver (Road),0,c,E,2,0,
rentamtsschreiber,39320,,,,4585,,Correspondence Clerk,0,b,E,2,0,
geheimer kammerrat,20210,,,,2661,,Government Administrator,0,a,E,2,0,
bürodienergehilfe,55220,,,,739,,Charworker,0,c,E,2,0,
bahnwärter,62960,,,,101014,http://www.zeno.org/Pierer-1857/A/Bahnw%C3%A4rter?hl=bahnwarter,Groundsman,0,c,E,2,1,"hippodrom caretaker, court service"
geheimer kalkulator,33920,,,,2630,,Cost Computing Clerk,0,b,E,2,0,
kassenbuchhalter,33120,,,,0,,Bookkeeping Clerk,0,b,E,2,0,
zivilsupernumerar,31000,,,,854,,"Government Executive Official, Specialisation Unknown",0,b,E,2,0,
haushofmeister,22430,,,,101031,,Housekeeper (Private Service),0,c,E,2,0,"housekeeper, court service"
kreiskommunalkassenkalkulator,33920,,,,3072,,Cost Computing Clerk,0,b,E,2,0,
oberstkämmerer bei hofe,21950,,,,2605,,Budgeting and Accounting Manager,0,a,E,2,0,
oberstkämmerer,21950,,,,2605,,Budgeting and Accounting Manager,0,a,E,2,0,
backmeister,77610,,,,101012,,"Baker, General",0,c,E,2,1,"baker, court service"
magistratsassistent,39310,,,,0,,"Office Clerk, General",0,b,E,2,0,
schlossaufseher,58940,,,,8074,,Watchman,0,c,E,2,0,
geheimer registrator,39320,,,,4545,,Correspondence Clerk,0,b,E,2,0,
steuerrevisor,31020,,,,5375,,Tax Collector,0,b,E,2,0,
komtordiener,55220,,,,3473,,Charworker,0,c,E,2,0,
geheimer revidierender kalkulator,33920,,,,2631,,Cost Computing Clerk,0,b,E,2,0,
landgerichtsrevisor,39340,,,,3250,,Legal Clerk,0,b,E,2,0,
gefängnisoberaufseher,58930,,,,1713,,Prison Guard,0,b,E,2,0,
provinzialdirektor,21940,,,,4432,,Administration Manager,0,a,E,2,0,
kammerkopist,32190,,,,2656,,"Other Stenographers, Typists and Teletypists",0,b,E,2,0,
branddirektor,21940,,,,620,,Administration Manager,0,a,E,2,0,
kreisgerichtssekretär,39340,,,,0,,Legal Clerk,0,b,E,2,0,
hofmarschallamtssekretär,22110,,,,8107,,"Clerical Supervisor, General",0,b,E,2,0,
hofmarschallamtskontrolleur,22110,,,,0,,"Clerical Supervisor, General",0,b,E,2,0,
küchenbeamter,22440,,,,8049,,House Steward,0,b,E,2,0,
hofküchenkommissar,22440,,,,8049,,House Steward,0,b,E,2,0,
küchenkommissar,22440,,,,8049,,House Steward,0,b,E,2,0,
hofsilberkämmerergehülfe,54020,,,,8028,,House servant,0,c,E,2,0,
revisionsrat,20210,,,,4614,,Government Administrator,0,a,E,2,0,
referent,,,,,4523,,,,a,E,2,0,
garderobière,54030,,,,101029,,"Personal Maid, Valet",0,c,E,2,1,"dresser, court service (fem.)"
kreiskassenrendant,33135,,,,3071,,"Cashier, Office or Cash Desk",0,b,E,2,0,
kassenrendant,33135,,,,0,,"Cashier, Office or Cash Desk",0,b,E,2,0,
gensdarmerieassistent,58220,,,,1804,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
amtsgerichtskanzleibeamter,39340,,,,100,,Legal Clerk,0,b,E,2,0,
obermarstallkommissar,,,,,8120,,,,b,E,2,0,
steueramtsdiener,55220,,,,0,,Charworker,0,c,E,2,0,
ökonomiekommissar,22520,,,,3972,http://www.zeno.org/Meyers-1905/A/Okonomiekommiss%C4%81r?hl=okonomiekommissar,Farm Supervisor,0,b,E,2,0,
landgerichtsbeamter,39340,,,,0,,Legal Clerk,0,b,E,2,0,
steuerwachtmeister,58220,,,,5378,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
ordenskanzler,21940,,,,4029,,Administration Manager,0,a,E,2,0,
reichsbankbuchhalter,33120,,,,0,,Bookkeeping Clerk,0,b,E,2,0,
zentralkassierer,33135,,,,6248,,"Cashier, Office or Cash Desk",0,b,E,2,0,
hausvater,22460,,,,2224,mid-level facility/institutions overseer,Housekeeping Matron,0,b,E,2,0,
wirklicher staatsrat,20210,Prestige titles,,,0,a russian title; http://www.zeno.org/Meyers-1905/A/Tschin+%5B1%5D?hl=wirklicher+staatsrat,Government Administrator,1,a,E,2,0,
stättegeldkontrolleur,,,,,5258,,,,b,E,2,0,
steuereinnehmergehilfe,31020,,,,5363,,Tax Collector,0,b,E,2,0,
justizbeamter,39340,,,,0,,Legal Clerk,0,b,E,2,0,legal clerk (generic)
justizkommissar,39340,,,,0,,Legal Clerk,0,b,E,2,0,
justizsekretär,39340,,,,0,,Legal Clerk,0,b,E,2,0,
subdirektor,21940,,,,5497,,Administration Manager,0,a,E,2,0,
mundkoch,53140,,,,8065,,"Cook, Private Service",0,c,E,2,1,"cook, court service"
kellereischreiber,39320,,,,8046,,Correspondence Clerk,0,c,E,2,0,
kellerschreiber,39320,,,,8046,,Correspondence Clerk,0,c,E,2,0,
kellereibeamter,31000,,,,8046,,"Government Executive Official, Specialisation Unknown",0,c,E,2,0,
assistent,31000,,,,195,,"Government Executive Official, Specialisation Unknown",0,b,E,2,0,
hauptassistent,31000,,,,195,,"Government Executive Official, Specialisation Unknown",0,b,E,2,0,
gewettsdiener,55220,,,,1877,,Charworker,0,c,E,2,0,
buchführer,33110,,,,0,,"Bookkeeper, General",0,b,E,2,0,
journalführer,33110,,,,0,,"Bookkeeper, General",0,b,E,2,0,
stadtgerichtsingrossator,33110,,,,0,,"Bookkeeper, General",0,b,E,2,0,
ingrossator,33110,,,,0,,"Bookkeeper, General",0,b,E,2,0,
grundbuchführer,33110,,,,1999,,"Bookkeeper, General",0,b,E,2,0,
bezirkskommissar,22110,,,,451,,"Clerical Supervisor, General",0,b,E,2,0,
magistratsdiener,55220,,,,3482,,Charworker,0,c,E,2,0,
kammerkommissar,20210,,,,2655,,Government Administrator,0,a,E,2,0,
finanzbuchhalter,33110,,,,1421,,"Bookkeeper, General",0,b,E,2,0,
magazinmeister,39140,,,,3474,,Storeroom Clerk,0,b,E,2,0,
stadtschreiber,39320,,,,5242,,Correspondence Clerk,0,a,E,2,0,
amtsgerichtssekretär,39340,,,,0,,Legal Clerk,0,b,E,2,0,
gefängnisregistrator,39320,,,,1714,,,,b,E,2,0,
kastellanin,55100,,,,2763,,"Building Caretaker, Specialisation Unknown",0,c,E,2,0,
hauptsteueramtskontrolleur,31020,,,,2193,,Tax Collector,0,b,E,2,0,
rentenverwalter,22110,,,,4587,,"Clerical Supervisor, General",0,a,E,2,0,
oberrechnungsrevisor,11020,,,,4511,,Auditor,0,b,E,2,0,
schlosspfleger,,,,,8079,,,,c,E,2,0,
torkontrolleur,,,,,5673,,,,b,E,2,0,
bürodiener,55220,,,,738,,Charworker,0,c,E,2,0,
brigadier,58220,,,,652,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
regierungsfunktionär,,,,,4528,,,,b,E,2,0,
landrichter,12210,,,,3263,,Judge,0,a,E,2,0,
bürochef,39310,Principal,,,0,,"Office Clerk, General",0,b,E,2,0,
konfektmeister,,,,,8048,,,,c,E,2,0,
stellvertretender standesbeamter,31090,,,,5274,=Standesbeamter,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
gerichtswachtmeister,58220,,,,1831,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
geheimer kanzleiassistent,39320,,,,2688,,Correspondence Clerk,0,b,E,2,0,
stempelfiskal,31030,,,,5347,http://www.zeno.org/Meyers-1905/A/Stempel+%5B1%5D,Tax Assessor,0,a,E,2,0,
stempler,31030,,,,0,,Tax Assessor,0,a,E,2,0,
münzdirektor,20210,,,,0,,Government Administrator,0,a,E,2,0,
münzinspektor,22110,,,,0,,"Clerical Supervisor, General",0,b,E,2,0,
hauptmünzrendant,33135,,,,0,,"Cashier, Office or Cash Desk",0,b,E,2,0,
expedient,39120,,,,1265,,Dispatching and Receiving Clerk,0,b,E,2,0,
strafanstaltsexpedient,39120,,,,5416,,Dispatching and Receiving Clerk,0,b,E,2,0,
gerichtskontrolleur,39340,,,,1824,,Legal Clerk,0,b,E,2,0,
plankammerinspektor,22110,,,,4245,,"Clerical Supervisor, General",0,b,E,2,0,
depotverwalter,39140,,,,8097,,Storeroom Clerk,0,b,E,2,0,
domänenrentmeister,33135,,,,976,,"Cashier, Office or Cash Desk",0,b,E,2,0,
gensdarmerieinspektor,22110,,,,1806,,"Clerical Supervisor, General",0,b,E,2,0,
stempelrevisor,31020,,,,5348,http://www.zeno.org/Meyers-1905/A/Stempel+%5B1%5D,Tax Collector,0,b,E,2,0,
landgerichtsschreiber,39320,,,,3251,,Correspondence Clerk,0,b,E,2,0,
vortragssekretär,,,,,5929,,,,b,E,2,0,
stubenheizer,54020,,,,8090,,House servant,0,c,E,2,0,
hauptsteueramtsdirigent,21940,,,,2191,,Administration Manager,0,a,E,2,0,
finanzprokurator,12410,,,,1430,,Solicitor,0,a,E,2,0,
kanzleidiätar,39320,,,,2690,,Correspondence Clerk,0,b,E,2,0,
strafanstaltsaufseherin,58940,,,,5414,,Watchman,0,c,E,2,0,
stadtschultheiß,,,,,5246,,,,a,E,2,0,
bezirksverwaltungsgerichtsdirektor,21940,,,,458,,Administration Manager,0,a,E,2,0,
stadtgerichtsdirektor,21940,,,,0,,Administration Manager,0,a,E,2,0,
stadtsteuerinspektor,22110,,,,5249,,"Clerical Supervisor, General",0,b,E,2,0,
polizeioffiziant,58220,,,,4278,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
hausmutter,22460,,,,2219,mid-level facility/institutions overseer,Housekeeping Matron,0,b,E,2,0,
campagnekoch,,,,,101020,,,,c,E,2,,
hofmarschallamtsdiener,55220,,,,8021,,Charworker,0,c,E,2,0,
landjägerstationskommandant,,,,,3254,,,,b,E,2,0,
plankammerverwalter,22110,,,,4246,,"Clerical Supervisor, General",0,b,E,2,0,
hofmeister,21940,,,,2321,"could refer to a high-ranking court administrator, or an educator; here coded as the first one",Administration Manager,0,a,E,2,1,"court-master, high-ranking public service"
hauptzollamtsdirigent,21940,,,,2198,,Administration Manager,0,a,E,2,0,
landesökonomieassessor,20210,,,,3233,,Government Administrator,0,a,E,2,0,
bergassessor,20210,,,,0,,Government Administrator,0,a,E,2,0,
kreisarchivar,19130,,,,3061,,Archivist,0,b,E,2,0,
gefangenanstaltsaufseher,58930,,,,1719,,Prison Guard,0,c,E,2,0,
steuerwächter,58220,,,,5379,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
steuerwärter,58220,,,,5379,,Policeman and other Maintainers of Law and Order (except Military),0,b,E,2,0,
salzsteueramtsrendant,33135,,,,4727,,"Cashier, Office or Cash Desk",0,b,E,2,0,
obersekretär,31090,,,,3925,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
gefängniswirtschaftsinspektor,22110,,,,1716,,"Clerical Supervisor, General",0,b,E,2,0,
geheimer oberhofkammerrat,20210,,,,,assign bz code,Government Administrator,1,a,E,2,0,
kabinetsregistrator,39320,,,,2592,,,0,b,E,2,0,
legationssekretär,20210,,,,3327,,Government Administrator,0,a,E,2,0,
obereinnehmer,31020,,,,1066,,Tax Collector,0,b,E,2,0,
hofsekretär,,,,,8109,,,,b,E,2,0,
kassensekretär,33135,,,,2759,,"Cashier, Office or Cash Desk",0,b,E,2,0,
kämmereischreiber,39320,,,,2602,,Correspondence Clerk,0,b,E,2,0,
oberverwaltungsinspektor,22110,,,,3946,,"Clerical Supervisor, General",0,a,E,2,0,
standesamtsdiener,55220,,,,0,,Charworker,0,c,E,2,0,
hofstaatssekretär,31090,,,,8111,,Government Executive Officials not Elsewhere Classified,1,b,E,2,0,
feuerwehrmaschinist,58110,,,,1393,,Fire-Fighter,0,c,E,2,0,
hofangestellter,,,,,8001,,,,c,E,2,0,
strafanstaltsrendant,33135,,,,5420,,"Cashier, Office or Cash Desk",0,b,E,2,0,
staatsminister,20210,,,,5203,,Government Administrator,0,a,E,2,0,
botschaftsrat,20210,,,,3324,=Legationsrat,Government Administrator,0,a,E,2,0,
geheimer sekretär,31000,,,,5045,,"Government Executive Official, Specialisation Unknown",0,b,E,2,0,
magazininspektor,39140,,,,0,,Storeroom Clerk,0,b,E,2,0,
rechnungspraktikant,33920,,,,4507,,Cost Computing Clerk,0,b,E,2,0,
advokat,12110,,,,35,,Lawyer,0,a,E,2,0,
garderobefrau,54030,,,,101025,,"Personal Maid, Valet",0,c,E,2,0,"maid, court service"
oberamtsrichter,12210,,,,110,,Judge,0,b,E,2,0,
hofkassierer,33135,,,,8103,,"Cashier, Office or Cash Desk",0,b,E,2,0,
bergbeamter,31090,,,,0,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,mining authority clerk (generic)
gefängnisdirektor,21940,,,,1709,,Administration Manager,0,a,E,2,0,
geheimer oberbergrat,21220,Prestige titles,,,0,http://www.zeno.org/Meyers-1905/A/Bergbeamte,Production Manager (except Farm),0,a,E,2,0,(honorary title)
ministerresident,20210,,,,3717,http://www.zeno.org/Meyers-1905/A/Ministerresident?hl=ministerresident,Government Administrator,0,a,E,2,0,
staatsarchivar,19130,,,,5201,,Archivist,0,a,E,2,0,
polizeidirektor,21940,,,,4270,,Administration Manager,0,a,E,2,0,
bauverwalter,03340,,,,0,unclear title; http://www.zeno.org/Meyers-1905/A/Bauamt; here coded as Clerk of Works,Clerk of Works,1,a,E,2,0,
kellereidiener,54020,,,,8045,coded as Kellereidiener,House servant,0,c,E,2,0,
gerichtsbeamter,39340,,,,0,,Legal Clerk,0,b,E,2,0,courtroom clerk (generic)
kammergerichtsbeamter,39340,,,,0,,Legal Clerk,0,b,E,2,0,courtroom clerk (generic)
zolldirektor,21940,,,,6312,,Administration Manager,0,a,E,2,0,
stadtdirektor,21940,,,,5227,,Administration Manager,0,a,E,2,0,
reisemarschall,21940,,,,4564,,Administration Manager,0,a,E,2,0,
hauswart,55130,,,,2228,,Janitor,0,c,E,2,0,
provinzialsteuerdirektor,21940,,,,4434,,Administration Manager,0,a,E,2,0,
geheimer obertribunalrat,20210,Prestige titles,,,0,,Government Administrator,0,a,E,2,0,(honorary title)
mühlenvisitator,,,,,3773,,,,c,E,2,0,
marktmeister,,,,,3531,,,,b,E,2,0,
landgerichtssekretär,39340,,,,3252,,Legal Clerk,,b,E,2,0,
enregistrementseinnehmer,31020,,,,1217,,Tax Collector,0,b,E,2,0,
münzbeamter,33940,,,,0,,Finance Clerk,0,b,E,2,0,clerk at the mint
münzmeister,33940,,,,0,,Finance Clerk,0,b,E,2,0,clerk at the mint
münzdiener,55220,,,,0,,Charworker,0,c,E,2,0,
kastellan,55100,,,,2762,,"Building Caretaker, Specialisation Unknown",0,c,E,2,0,"housekeeper, low-ranking public servant"
landesrat,20210,,,,3238,,Government Administrator,0,a,E,2,0,
gerichtsaktuar,31090,,,,1817,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
kammergerichtsaktuar,31090,,,,1817,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
stadtgerichtsaktuar,31090,,,,0,,Government Executive Officials not Elsewhere Classified,0,b,E,2,0,
oberamtmann,20210,,,,90,,Government Administrator,0,a,E,2,0,"estate manager, high-ranking public servant"
steuererheber,31020,,,,5365,,Tax Collector,0,b,E,2,0,
gewerbesteuererheber,31020,,,,5365,,Tax Collector,0,b,E,2,0,
gerichtsbote,37040,,,,609,,Messenger,0,c,E,2,0,
gewerksbote,37040,,,,609,,Messenger,0,c,E,2,0,
kammergerichtsbote,37040,,,,609,,Messenger,0,c,E,2,0,
regierungs- und baurat,02210,Prestige titles,,,0,,"Civil Engineer, General",0,a,E,2,0,(honorary title)
geheimer regierungs- und baurat,02210,Prestige titles,,,0,,"Civil Engineer, General",0,a,E,2,0,(honorary title)
plombeur,59990,,,,4262,,Other Service Workers Not Elsewhere Classified,0,c,E,2,0,
gerichtskanzlist,39320,,,,0,,Correspondence Clerk,0,a,E,2,0,
kreisgerichtskanzlist,39320,,,,0,,Correspondence Clerk,0,a,E,2,0,
stadtgerichtskanzlist,39320,,,,0,,Correspondence Clerk,0,a,E,2,0,
stadtgerichtsexekutor,58220,,,,0,,Policeman and other Maintainers of Law and Order (except Military),0,c,E,2,0,
geheimer legationsrat,20210,,,,3325,high-ranking diplomatic clerk,Government Administrator,0,a,E,2,0,
bezirksvorsteher,20110,,,,0,,Legislative Official,0,b,E,2,0,
minister,20210,,,,3707,,Government Administrator,0,a,E,2,0,
administrator,21940,,,,30,,Administration Manager,0,a,E,2,0,
oberregierungsrat,20210,,,,0,,Government Administrator,0,a,E,2,0,
oberappelationsgerichtsrat,12210,,,,144,,Judge,0,a,E,2,0,
gerichtsassistent,39340,,,,0,,Legal Clerk,0,b,E,2,0,
stadtgerichtsassistent,39340,,,,0,,Legal Clerk,0,b,E,2,0,
generalbevollmächtigter,20210,,,,0,military?,Government Administrator,1,a,E,2,0,
vizeoberschlosshauptmann,21940,,,,5899,,Administration Manager,0,a,E,2,0,
stabsoffiziant,31000,,,,8127,,,,b,E,2,0,
